ID Cámara,Tipo,Ubicación,same_as_wikidata_barrio,Resolución,Zoom Optico,Año Adquisición
CAM460,DOMO,Lavapiés,https://wikidata.org/entity/Q2566034,1920x1080,40x,2022
CAM461,DOMO,Lavapiés,https://wikidata.org/entity/Q2566034,1920x1080,40x,2022
CAM462,DOMO,Lavapiés,https://wikidata.org/entity/Q2566034,1920x1080,40x,2022
CAM463,DOMO,Lavapiés,https://wikidata.org/entity/Q2566034,1920x1080,40x,2022
CAM464,DOMO,Lavapiés,https://wikidata.org/entity/Q2566034,1920x1080,40x,2022
CAM465,DOMO,Lavapiés,https://wikidata.org/entity/Q2566034,1920x1080,40x,2022
CAM501,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM502,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM503,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM504,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM505,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM506,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM507,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM508,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM509,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM510,FIJA,Museo de Escultura al Aire Libre de La Castellana,https://wikidata.org/entity/Q2283575,1280x960,0x,2016
CAM601,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM602,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM603,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM604,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM605,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM606,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM607,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM608,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM609,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM610,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM611,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM612,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM613,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM614,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM615,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM616,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM617,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM618,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM619,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM620,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM621,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM622,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM623,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM624,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM625,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM626,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM627,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM628,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM629,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM630,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM631,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM632,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM633,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM634,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM635,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM636,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM637,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM638,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM639,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM640,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM641,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM642,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM643,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM644,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM645,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM646,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM647,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM648,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM649,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM650,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM651,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM652,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM653,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM654,DOMO,AZCA,https://wikidata.org/entity/Q300275,1280x720,18x,2015
CAM655,FIJA,AZCA,https://wikidata.org/entity/Q300275,1280x960,0x,2015
CAM701,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM702,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM703,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM704,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM705,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM706,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM707,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM708,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM709,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM710,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM711,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM712,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM713,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM714,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM715,FIJA,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,0x,2020
CAM716,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM717,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM718,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM719,DOMO,Tetuán,https://wikidata.org/entity/Q1773540,1920x1080,40x,2020
CAM801,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM802,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM803,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM804,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM805,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM806,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM807,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM808,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM809,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM810,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM811,FIJA,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,0x,2020
CAM812,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM813,FIJA,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,0x,2020
CAM814,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM815,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM816,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM817,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM818,FIJA,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,0x,2020
CAM819,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM820,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM821,FIJA,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,0x,2020
CAM822,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM823,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM824,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM825,DOMO,Villa de Vallecas,https://wikidata.org/entity/Q1947988,1920x1080,40x,2020
CAM901,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM902,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM903,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM904,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM905,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM906,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM907,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM908,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM909,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM910,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM911,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM912,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM913,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM914,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM915,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM916,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM917,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM918,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM919,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM920,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM921,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM922,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM923,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM924,FIJA,Marconi,https://wikidata.org/entity/Q110825738,1920x1080,0x,2022
CAM1001,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1002,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1003,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1004,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1005,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1006,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1007,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1008,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1009,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1010,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1011,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1012,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1013,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1014,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1015,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1016,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1017,DOMO,Chueca,https://wikidata.org/entity/Q284642,1920x1080,40x,2022
CAM1018,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1019,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1020,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1021,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1022,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1023,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1024,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1025,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
CAM1026,FIJA,Chueca,https://wikidata.org/entity/Q284642,1920x1080,0x,2022
